artist,title,top_peak,cosine_sim
Lady Antebellum,You Look Good,8,0.04313703283209539
Randy Houser,Song Number 7,46,0.04315845298806594
Hunter Hayes,Storyline,37,0.04315891895794958
Chris Janson,Holdin Her,25,0.04325938828120762
Easton Corbin,Baby Be My Love Song,11,0.04328669775305005
Frankie Ballard,Young and Crazy,8,0.04333936125282113
Dylan Scott,Crazy Over Me,36,0.04334705887963013
Justin Moore,Kinda Dont Care,28,0.043383970159505986
Old Dominion,Snapback,4,0.04346502180520234
Zac Brown Band,Ill Be Your Man Song For A Daughter,50,0.04351789703610325
Dustin Lynch,Hell Of A Night,7,0.043586293926899465
Calhoun and hosier,Salute The Brave,46,0.04358818211431786
Eric Paslay,High Class,32,0.04359318068486946
Tim McGraw,Top Of The World,11,0.0436731482580904
Keith Urban,Somewhere In My Car,3,0.043678662916561015
Kenny Chesney,Flora Bama,26,0.04370032777440301
Zac Brown Band,Beautiful Drug,5,0.04370416105579488
Kacey Musgraves,The Trailer Song,46,0.04378090613036492
Easton Corbin,Yup,44,0.043812805198726386
Dan  Shay,What Keeps You Up At Night,50,0.043820822819297535
Scotty McCreery,This Is It,20,0.043880587422498174
Morgan Evans,Kiss Somebody,11,0.043925981477691584
Brad Paisley,Last Time For Everything,26,0.04393477167504514
Jon Pardi,Head Over Boots,4,0.04396247427589859
Luke Combs,A Long Way,33,0.043994045599096115
Dierks Bentley,Woman Amen,7,0.044002794777752104
Luke Bryan,Good Lookin Girl,31,0.044004195991474426
Thomas Rhett ,Playing With Fire,40,0.044019953301912405
Toby Keith,Wacky Tobaccy,45,0.04409460619476769
Chuck Wicks,Us Again,36,0.04427109524903048
Brad Paisley,River Bank,12,0.04429995265294682
Jason Aldean,Rearview Town,24,0.04433321436478028
Dan  Shay ,Keeping Score,32,0.044395021845458515
Reba McEntire,Just Like Them Horses,37,0.04439635476279753
Kacey Musgraves,Space Cowboy,30,0.04443459659471634
Carly Pearce,Hide The Wine,21,0.04448856565799313
Scotty McCreery,See You Tonight,10,0.04451206971527494
Dustin Lynch,Id Be Jealous Too,27,0.04454768018719614
Luke Bryan,Way Way Back,42,0.04455600492346024
Taylor Swift,All Too Well,17,0.0445612401398053
Kid Rock,Po Dunk,27,0.0446362580174999
Brett Young,Sleep Without You,3,0.044659551147764
Spensha Baker,Old Soul,37,0.044665871295427775
The Band Perry,Comeback Kid,42,0.044681804821868454
Sam Hunt,Body Like A Back Road,1,0.04484460903076284
Maren Morris,Rich,8,0.04484949983897329
David Nail,Broke My Heart,46,0.04488603134806209
Michael Ray,One That Got Away,38,0.04489544227431946
Brantley Gilbert,Outlaw In Me,45,0.045010793099638784
Kacey Musgraves,Slow Burn,42,0.045013849433525877
Brothers Osborne,Rum,34,0.04504044592184185
Brothers Osborne,Stay A Little Longer,4,0.04511344937786725
Florida Georgia Line,Talk You Out Of It,19,0.045123892575030994
Joe Nichols,Hard To Be Cool,32,0.04513362250070718
Craig Wayne Boyd,Take It Easy,31,0.04514888835663419
Hillary Scott and The Scott Family,Thy Will,27,0.0451824377832018
Adam Craig,Just A Phase,38,0.04518543352322374
Chris Stapleton,Tryin To Untangle My Mind,45,0.04526618926281204
Carrie Underwood,Something In The Water,1,0.045266555248380386
Little Big Town,Summer Fever,32,0.045269513642306726
Michael Ray,Kiss You In The Morning,10,0.04527371881681468
The Band Perry,Gentle On My Mind,35,0.045338556546059255
Chase Bryant,Little Bit Of You,16,0.04539723982087725
Luke Bryan ,Home Alone Tonight,3,0.04544818705662067
Clare Dunn,Tuxedo,44,0.045469471442494996
Jon Pardi,Heartache On The Dance Floor,5,0.04548184920227781
Old Dominion,Make It Sweet,28,0.04553354543662704
Chris Janson,Drunk Girl,12,0.04555691931110537
Cody Johnson,On My Way To You,25,0.04556158448023246
Kenny Chesney,Wild Child,9,0.04569629171979196
Carrie Underwood,Little Toy Guns,6,0.045703771001622366
Michael Ray,Think A Little Less,3,0.04576957580570109
Dylan Scott,Hooked,6,0.045789660530300806
Luke Bryan,You And The Beach,39,0.045914999336068636
Blake Shelton,At The House,49,0.04596090048337418
Kane Brown,Thunder In The Rain,30,0.04596590585655249
Luke Combs,When It Rains It Pours,1,0.045984855767312774
Chase Rice,Ready Set Roll,5,0.04602854635598042
Eric Church,A Man Who Was Gonna Die Young,24,0.0460373911478976
Thomas Rhett,Get Me Some Of That,4,0.04605314254934141
Walker McGuire,Til Tomorrow,50,0.04609556141016479
Hayden Panettiere,Dont Put Dirt On My Grave Just Yet,34,0.04611870487519253
Dan  Shay,Alone Together,39,0.04615213506221058
Little Big Town,Day Drinking,4,0.046241596562421855
Kristian Bush,Trailer Hitch,25,0.04629290847823993
Maren Morris,80s Mercedes,11,0.046337787669483925
LANCO,Greatest Love Story,1,0.046366515405535075
Miranda Lambert,Automatic,4,0.04644026899733049
Granger Smith,Youre In It,50,0.046514309484044204
Maddie and Tae,Shut Up And Fish,30,0.046527951224799934
Jerrod Niemann,A Little More Love,41,0.04652981439254043
Brett Eldredge,No Stopping You,50,0.0465411200245209
Eli Young Band,Drunk Last Night,3,0.04662574236336917
Jason Aldean,Any Ol Barstool,5,0.046634999699083274
Brett Eldredge ,Baby Its Cold Outside,26,0.046729470804674565
Cole Swindell,Middle Of A Memory,3,0.046737812067322755
Home Free,God Bless The USA,47,0.04674081452197746
Jason Aldean,Burnin It Down,1,0.046792844006334725
Florida Georgia Line,Itz Just What We Do,48,0.04680788564377442
Zac Brown Band,Castaway,17,0.046857843883099444
Lee Brice,Rumor,35,0.04688096848312475
Keith Urban,Wasted Time,4,0.04707025319892091
Tyler Farr ,Damn Good Friends,46,0.04707041743823643
Billy Currington,We Are Tonight,12,0.047089401568974024
Love And Theft,Whiskey On My Breath,31,0.047097698238225044
Tim McGraw,Humble And Kind,1,0.04711178350284065
Jason Aldean,Two Night Town,18,0.04712460171363612
Brantley Gilbert,One Hell Of An Amen,5,0.04719426669775801
Brantley Gilbert,If You Want A Bad Boy,47,0.04724799800420964
Luke Bryan,Like We Aint Ever,37,0.04732135509664075
Craig Campbell,Outskirts Of Heaven,32,0.04734658983826261
Lady Antebellum,Somebody Elses Heart,47,0.04740678621100441
Kane Brown,Last Minute Late Night,31,0.04740796940761632
Chase Rice,Everybody We Know Does,26,0.04745157530342771
Kane Brown,Homesick,24,0.047454165688622096
Billy Currington,Drinkin Town With A Football Problem,41,0.047506585980308214
Garth Brooks,Mom,49,0.04752338011873094
Kane Brown,Weekend,37,0.04759090806238497
David Nail,Whatever Shes Got,2,0.047755068375591195
Kip Moore,Wild Ones,37,0.04783992295353645
Kenny Chesney,Noise,14,0.04787368049125133
Randy Houser,Goodnight Kiss,9,0.04800401198238813
Blake Shelton,Turnin Me On,16,0.048153589252670104
Austin Webb,All Country On You,42,0.04821626242551925
Jana Kramer,Circles,47,0.04822884727928483
Kenny Chesney ,Setting The World On Fire,1,0.04826717394938764
Cole Swindell,Stars,41,0.04830006251643957
Big Smo ,My Place,49,0.04832108860783132
Little Big Town,When Someone Stops Loving You,36,0.0483267644719479
Joe Nichols,Sunny And 75,4,0.048434104515061645
Thomas Rhett,T Shirt,3,0.048455446700512196
Jason Aldean,The Way A Night Should Feel,35,0.04864368986818179
Thomas Rhett,Like Its The Last Time,48,0.048643869695991895
Brantley Gilbert,Stone Cold Sober,23,0.04883230187797595
Cole Swindell,Dads Old Number,33,0.048854018599694064
Eli Young Band,Just Add Moonlight,47,0.04886798472299554
Granger Smith,Happens Like That,18,0.048896617016751055
Zac Brown Band,All Alright,24,0.04890993250710507
Lady Antebellum,Long Stretch Of Love,23,0.049000914306042954
Chris Stapleton,Midnight Train To Memphis,43,0.049003946626851515
Florida Georgia Line,Anything Goes,6,0.04901412388101921
Thomas Rhett,Sixteen,12,0.04907804765913515
Sam Hunt,Leave The Night On,1,0.04910157426872421
Florida Georgia Line,Smooth,16,0.049121879442248016
Zac Brown Band,Tomorrow Never Comes,37,0.04915569196932463
Rascal Flatts,Rewind,4,0.04918411364095151
Keith Urban,We Were Us,1,0.049199536257312736
Keith Urban,Cop Car,4,0.04923565661520663
Hunter Hayes,Invisible,4,0.049240726627283765
Cole Swindell,Reason To Drink,48,0.04953899534272852
Tyler Farr,A Guy Walks Into A Bar,7,0.049642725333372335
Parmalee,Already Callin You Mine,16,0.049737487662648176
Scotty McCreery,Feelin It,16,0.04978822560180116
Jerrod Niemann,Drink To That All Night,4,0.04981271067997763
Dan  Shay,Nothin Like You,5,0.04987100378600047
Maren Morris ,Dear Hate,18,0.04994705537975467
Carrie Underwood,Heartbeat,2,0.050020436895253845
Luke Bryan,Fast,5,0.05012053201664639
Blake Shelton,Neon Light,3,0.05020479257075445
Chase Rice,Whisper,17,0.05029160344394942
Eric Church,The Outsiders,6,0.05033402760047768
Runaway June,Lipstick,38,0.050359557341433436
Rascal Flatts,Payback,24,0.05036091296740451
Eric Paslay,Friday Night,6,0.050363082097600265
Chase Rice,Gonna Wanna Tonight,10,0.050415408792556786
Sam Hunt,Downtowns Dead,14,0.05041651366432497
Danielle Bradbery,Goodbye Summer,39,0.05050336718191466
Steven Tyler,RED WHITE and YOU,29,0.050534627697387625
Lee Brice,That Dont Sound Like You,13,0.050572672078164016
Chris Stapleton,Parachute,12,0.050619943824544315
Chris Stapleton,Outlaw State Of Mind,45,0.050657661326051796
Blake Shelton,Came Here To Forget,2,0.05071949346400674
Miranda Lambert,Roots And Wings,32,0.05074134014422572
Luke Bryan,Strip It Down,1,0.050839845497666965
Randy Houser,Like A Cowboy,9,0.050886685520055354
Logan Mize,Aint Always Pretty,39,0.050914149047425514
Florida Georgia Line,Colorado,41,0.051053014422891965
Cody Johnson,With You I Am,46,0.051082206948663736
Granger Smith ,Merica,48,0.05116347972636982
Eric Church,Like A Wrecking Ball,6,0.051195519234506374
Luke Bryan,Kick The Dust Up,1,0.051298617782573955
Jason Aldean,Just Gettin Started,5,0.05133719917151358
Jason Aldean,When She Says Baby,2,0.051387506981836965
Dan  Shay,Tequila,2,0.05149402557041101
LANCO,Long Live Tonight,46,0.051524362583338146
Eric Church,Mr Misunderstood,15,0.05153369336704538
Kenny Chesney,Save It For A Rainy Day,4,0.051543036102875896
Sam Hunt,Raised On It,49,0.05154687526933118
Kelsea Ballerini,High School,28,0.051614976452319127
Gloriana,Best Night Ever,46,0.051665091155806184
Dan  Shay,19 You  Me,7,0.05178829481915822
Jon Pardi,What I Cant Put Down,33,0.05182490815850411
Blake Shelton,Sangria,3,0.051846466788162106
Brett Eldredge,Somethin Im Good At,22,0.05202105145372343
Kip Moore,Dirt Road,35,0.052025407346113495
Jerrod Niemann,Blue Bandana,37,0.05204518098336717
Brad Paisley,Perfect Storm,4,0.052049635450716863
Sam Hunt,Break Up In A Small Town,2,0.05212552663816494
Eric Church,Round Here Buzz,7,0.05216112636916644
Alan Jackson,Jim And Jack And Hank,41,0.052183060025111874
Kenny Chesney,Bar At The End Of The World,17,0.05220378330085641
Dustin Lynch,Where Its At Yep Yep,4,0.05239033963452284
RaeLynn,Love Triangle,27,0.0524349336274008
Thomas Rhett ,Craving You,3,0.05249731527319259
Chris Lane,I Dont Know About You,35,0.0525120692193467
Keith Urban,Female,11,0.05251442169833424
Ashley McBryde,A Little Dive Bar In Dahlonega,30,0.052590269920123014
Kelly Clarkson ,Silent Night,39,0.052684968342674915
Darius Rucker,Radio,14,0.05284589758463941
Hunter Hayes,Yesterdays Song,43,0.05291447840855748
Craig Campbell,Keep Them Kisses Comin,15,0.05293784116965701
William Michael Morgan,Missing,49,0.05308521603848018
Kacey Musgraves,Follow Your Arrow,10,0.05308544172385854
Brandon Lay,Speakers Preachers And Bleachers,48,0.05309141142361224
Jake Owen,Good Company,39,0.05328353597494535
Danielle Bradbery,Sway,39,0.05328948937784295
Aaron Watson,That Look,41,0.05350786878277412
Chris Stapleton,Scarecrow In The Garden,47,0.05354867258206864
Jason Aldean,Sweet Little Somethin,17,0.05356902369973424
Brothers Osborne,It Aint My Fault,14,0.053643319882345254
Zac Brown Band,Sweet Annie,6,0.05371937824669507
Cole Swindell,Somebodys Been Drinkin,49,0.05382006460692935
Dierks Bentley ,Different For Girls,3,0.053923141094003514
Parmalee,Close Your Eyes,11,0.053937798034553876
Chase Rice,Do It Like This,40,0.054210516927970145
Drake White,Makin Me Look Good Again,32,0.05427533894098045
Keith Urban ,Raise Em Up,8,0.054285777078845576
Justin Moore,This Kind Of Town,50,0.05444043105404929
Midland,Burn Out,24,0.054486306336980025
Trent Harmon,Theres A Girl,27,0.054589155706886446
Luke Combs,Hurricane,3,0.054612349496298854
Scotty McCreery,Five More Minutes,4,0.05470011130380118
Lee Brice,Girls In Bikinis,32,0.05470500379962955
Keith Urban,Blue Aint Your Color,1,0.0548402654270857
Keith Urban,John Cougar John Deere John 3 16,2,0.05490290930138876
Brad Paisley,Crushin It,15,0.05500134173007521
Cole Swindell,Hope You Get Lonely Tonight,7,0.055180976705505015
Kip Moore,Last Shot,13,0.05518650980629744
Miranda Lambert,Tin Man,15,0.05538460873713294
Carrie Underwood,Dirty Laundry,3,0.0553931238015642
Tim McGraw,Neon Church,27,0.05551214814563064
Dierks Bentley,Sounds Of Summer,38,0.055533108404620876
Jason Aldean,Gonna Know We Were Here,5,0.055618957188702155
Eli Young Band,Dust,19,0.05571243832345514
Luke Bryan,My Ol Bronco,44,0.05579829645320509
Jon Langston,When It Comes To Loving You,29,0.05581994717798855
Florida Georgia Line,Confession,7,0.05582704342260379
Aaron Watson,Outta Style,24,0.05594963332346506
Kane Brown,Short Skirt Weather,42,0.05600675794957404
Carrie Underwood,Drinking Alone,49,0.05609781063505866
Justin Moore,Lettin The Night Roll,7,0.056204461260432693
Blake Shelton ,Buzzin,44,0.056463087861854264
Tim McGraw,Diamond Rings And Old Barstools,11,0.05668005562414428
Jason Aldean,High Noon Neon,48,0.05674024029097329
Chris Young,Where I Go When I Drink,45,0.05677288882753381
Runaway June,Wild West,47,0.056957735322991206
Alan Jackson,Angels And Alcohol,49,0.057138595540292984
Thomas Rhett,Marry Me,2,0.05716823569427525
Luke Bryan,Roller Coaster,5,0.05719310392103697
Chris Lane,Broken Windshield View,45,0.05765334888947431
Rascal Flatts,Back To Life,31,0.057666200343250824
Morgan Wallen ,Up Down,5,0.057737948023691
Jason Aldean,Dirt To Dust,50,0.057816667605038945
Kane Brown,Wide Open,34,0.057973201793993435
Lady Antebellum,Freestyle,24,0.05819503545493864
Easton Corbin,Lets Ride,50,0.058196659422608356
Cole Swindell,Stay Downtown,34,0.058263699542836556
Luke Combs,One Number Away,3,0.05846343609797406
Canaan Smith,Hole In A Bottle,30,0.058473087950137656
Cole Swindell,Love You Too Late,45,0.05854680261022009
Jon Pardi,Up All Night,10,0.058637532601795286
Florida Georgia Line,Grow Old,44,0.0586809750050298
Granger Smith,City Boy Stuck,47,0.0587264461417553
Luke Bryan,Love Me In A Field,41,0.05883776940993804
Chris Young,Lonely Eyes,4,0.058872777229305166
Lucy Hale,You Sound Good To Me,21,0.0588869072591339
Cole Swindell,Chillin It,1,0.05897565149207651
Colt Ford ,The High Life,38,0.059043154430909905
Tyler Farr,Better In Boots,26,0.059138892360943364
Chase Rice,Three Chords and The Truth,34,0.05915837454820526
Big and Rich,California,32,0.05920130898071308
Riley Green,There Was This Girl,26,0.059514188113936155
A Thousand Horses,Smoke,5,0.0596313756152193
Brothers Osborne,Shoot Me Straight,29,0.0598401516655897
Russell Dickerson,Blue Tacoma,5,0.05997081288953551
Jerrod Niemann,Donkey,38,0.06002872538438288
Gary Allan,It Aint The Whiskey,40,0.06003046245157722
Cole Swindell,Let Me See Ya Girl,9,0.06007191730257191
Alisan Porter,Blue Bayou,41,0.06010669700021069
Miranda Lambert,Vice,2,0.060297942914075614
Cole Swindell,You Should Be Here,1,0.06050327798545394
Ronnie Dunn ,Damn Drunk,42,0.06059701639510437
Florida Georgia Line,Good Girl Bad Boy,50,0.06080704018391991
Parmalee,Carolina,2,0.06113704997920062
Blake Shelton,Doin What She Likes,3,0.06128781605742893
Tim McGraw,Shotgun Rider,1,0.0614104514465131
Dierks Bentley,Drunk On A Plane,3,0.06151457859794435
Cole Swindell,Flatliner,10,0.06154319467308921
Canaan Smith,Love You Like That,6,0.06181705269095884
Florida Georgia Line,Sippin On Fire,3,0.06227436113299946
Granger Smith,If The Boot Fits,14,0.062307207586652175
Zac Brown,Grandmas Garden,41,0.06262495200486015
Florida Georgia Line,Dirt,1,0.06289682546040236
Toby Keith,Rum Is The Reason,45,0.062924193567039155
Parmalee,Roots,45,0.06312689211244735
Maddie and Tae,Girl In A Country Song,3,0.06344306964200261
Michael Ray,Another Girl,50,0.06349007917146042
David Nail,Nights On Fire,17,0.0637127714086306
Granger Smith,Backroad Song,4,0.063791407223293
Dustin Lynch,Small Town Boy,2,0.06410976462666709
Zac Brown Band,Roots,39,0.06434355281683336
Brantley Gilbert,17 Again,19,0.06448692572555907
Drake White,Livin The Dream,20,0.06460739785916804
Rodney Atkins ,Caught Up In The Country,42,0.0646331429233782
Old Dominion,Song For Another Time,4,0.06485927472376678
Tim McGraw,City Lights,46,0.0651583768986783
Merle Haggard and Willie Nelson,Its All Going To Pot,48,0.06520221042165904
Kacey Musgraves,Dime Store Cowgirl,44,0.06558372525559188
Florida Georgia Line,Dig Your Roots,38,0.06563703054666975
Colt Ford ,Drivin Around Song,41,0.06610460585110037
Brad Paisley,Heaven South,47,0.06626462242259658
Luke Bryan,Thats My Kind Of Night,1,0.06648772522157656
Florida Georgia Line,Sittin Pretty,30,0.06651145899769942
Randy Houser,We Went,7,0.06669539198468023
High Valley,Make You Mine,21,0.06680500099543024
Travis Denning,David Ashley Parker From Powder Springs,37,0.06722120771266464
Kid Rock,Tennessee Mountain Top,36,0.06747504675612928
Jake Owen,Beachin,1,0.06794496166142593
Lady Antebellum,Bartender,4,0.06799766622035698
Artists Of Then Now and Forever,Forever Country,1,0.06872055773960077
Jake Owen,American Country Love Song,6,0.06893799489128277
Lauren Alaina,Road Less Traveled,8,0.06910101379951496
Mo Pitney,Country,40,0.06966147288869462
Eric Church,Give Me Back My Hometown,4,0.07107210170171062
Jason Aldean ,Drowns The Whiskey,3,0.07217341745482518
Zac Brown Band,Homegrown,2,0.07252375279197769
Josh Turner,Lay Low,28,0.07281817786990033
Kane Brown,Aint No Stopping Us Now,19,0.07320322623309061
Joe Nichols,Freaks Like Me,49,0.07348036063320659
Eric Church,Record Year,2,0.07389827982258122
Carrie Underwood,Renegade Runaway,34,0.07401615025239
Upchurch,Shoulda Named It After Me,46,0.07445468366736765
Brad Paisley,Country Nation,18,0.074710425553695
Frankie Ballard,Helluva Life,8,0.0752266127096748
Kenny Chesney,American Kids,2,0.07526507087477263
Jason Aldean,Tonight Looks Good On You,6,0.07560163377795955
Gary Allan,Hangover Tonight,49,0.07617696144475951
Carrie Underwood,Church Bells,2,0.07655753037085422
Brantley Gilbert ,Small Town Throwdown,13,0.07675006437621468
Luke Bryan,Move,5,0.07677091943804959
Kenny Chesney,Get Along,2,0.07753308277235113
Chris Young ,Sober Saturday Night,4,0.07796435955827709
Jason Aldean,A Little More Summertime,5,0.07892183565532808
Copilot Music  Sound,Take Me Home Country Roads original trailer soundtrack,41,0.07983056376265478
Eric Church,Talladega,2,0.08007584696718059
Michael Ray,Real Men Love Jesus,28,0.08046584758914076
Jon Pardi,Dirt On My Boots,2,0.08052803047812539
Cole Swindell,Aint Worth The Whiskey,3,0.08056545435073638
Tyler Farr,Whiskey In My Water,11,0.08222399958359543
Lee Brice,Drinking Class,3,0.08228583299394344
Charles Kelley ,The Driver,37,0.08238731372865452
Luke Bryan,Spring Breakdown,33,0.08242417202285085
Chris Stapleton,Whiskey And You,35,0.0826775669719498
Cole Swindell,Broke Down,28,0.08360024596186989
Luke Bryan,Huntin Fishin and Lovin Every Day,2,0.08362374450628227
Luke Bryan,Sunrise Sunburn Sunset,4,0.08399647383977663
Luke Combs,Houston We Got A Problem,22,0.08503840856727071
The Cadillac Three ,The South,32,0.08628899703113126
Tim McGraw ,Meanwhile Back At Mamas,7,0.08637669089544422
Luke Bryan,What Makes You Country,24,0.08846105254515936
Darius Rucker,Homegrown Honey,6,0.08962000855567877
Morgan Wallen,Whiskey Glasses,34,0.09000365664583637
Florida Georgia Line,Friends In Low Places,40,0.09037498175553532
Garth Brooks,All Day Long,21,0.09171257845216703
Tim McGraw,How Ill Always Be,9,0.09174209902982804
Craig Wayne Boyd,Boots On,33,0.09181813344081458
Miranda Lambert,Sweet By And By,40,0.09250265064901249
Frankie Ballard,Sunshine and Whiskey,5,0.0925344286420096
Eric Church,Cold One,20,0.09364578210136902
Brantley Gilbert,My Babys Guns N Roses,18,0.0947457385023557
Josh Abbott Band,Hangin Around,44,0.09566636654456488
Josh Thompson,Cold Beer With Your Name On It,32,0.09784010147498078
Kenny Chesney,Trip Around The Sun,44,0.09869328010564746
Craig Wayne Boyd,Workin Man Blues,37,0.10636247289550964
Blake Shelton,Straight Outta Cold Beer,36,0.11334383780367656
Josh Turner,Hometown Girl,5,0.11502893768123762
Thomas Rhett ,Drink A Little Beer,42,0.1151373240521191
Jake Owen,Days Of Gold,19,0.11820366481907185
Luke Bryan,Drink A Beer,1,0.11919385194678027
Kane Brown,Hometown,48,0.12389948082930698
George Strait,Cold Beer Conversation,36,0.12501769586877484
Frankie Ballard,It All Started With A Beer,22,0.12571363653713272
Chris Stapleton,Tennessee Whiskey,1,0.1267903365561689
Taylor Ray Holbrook,Southern Land,44,0.14294485735903364
Tim McGraw,Southern Girl,4,0.16581922947411473
Jordan Rager,Southern Boy,41,0.17203511655683001
Chris Janson,Power Of Positive Drinkin,46,0.17397398076869902
Darius Rucker,Southern Style,38,0.18445806625896333
