artist,title,cosine_sim,in_country
Selena Gomez,Same Old Love,0.02430002282009291,0
Kodak Black,Patty Cake,0.0243052193653504,0
Alesso,Heroes,0.024315928987007306,0
Camila Cabello,Havana,0.024318835475099373,0
Migos,Stir Fry,0.024328795148372596,0
Juicy J,Bounce It,0.024368976771327756,0
Ariana Grande,One Last Time,0.024369807701564924,0
Snootie Wild,Made Me,0.02437283161951203,0
Kevin Gates,Really Really,0.024378228770870716,0
Noah Cyrus,Make Me Cry,0.024387518774871653,0
The Weeknd,Call Out My Name,0.02439207027435091,0
Zara Larsson,Aint My Fault,0.024396321141457036,0
Mr Probz,Waves,0.024405228219732074,0
2 Chainz,Bigger than You,0.024409824349813865,0
Kehlani,Gangsta,0.024421295853486135,0
Nicki Minaj,Bed,0.024428831005316322,0
Big Sean,I Dont Fuck With You,0.02443186624445963,0
Tay K,The Race,0.0244396946292092,0
Zedd,Beautiful Now,0.024440668711313857,0
Lil Duval,Smile Bitch,0.024445494692889664,0
Drake,Gods Plan,0.02445378082928942,0
David Bowie,Blackstar,0.024454246547964128,0
Austin Mahone,Mmm Yeah,0.024462519557068862,0
Trippie Redd,Taking A Walk,0.0244688012246893,0
The Carters,Apeshit,0.024479228950574528,0
Daniel Caesar,Best Part,0.02448391115629666,0
Justin Bieber,Children,0.024516587657260593,0
Drake and Future,Big Rings,0.024518990370818346,0
DJ Snake,Taki Taki,0.024520048069248717,0
Bhad Bhabie,Gucci Flip Flops,0.02452421233007719,0
Calvin Harris,Outside,0.024525545645389755,0
Charlie Puth,The Way I Am,0.024565041315399053,0
The Weeknd,Party Monster,0.02457207966193259,0
Justin Bieber,Company,0.024578225290793648,0
Selena Gomez,Back To You,0.024584973853099937,0
Ella Mai,Bood Up,0.024587486550129635,0
Lil Yachty,66,0.02460217649900293,0
Lil Pump,Drug Addicts,0.024610458318488234,0
Kevin Gates,2 Phones,0.024620611560806666,0
Zayn,Let Me,0.024649705372343074,0
Mike WiLL Made It,23,0.024657095858657035,0
The Chainsmokers,Sick Boy,0.024662057783607215,0
Kodak Black,Codeine Dreaming,0.024687003697042846,0
J Cole,Intro,0.02473122126849964,0
YoungBoy Never Broke Again,Diamond Teeth Samurai,0.024737248150381218,0
The Weeknd,Shameless,0.02475536458374973,0
Lil Uzi Vert,444 222,0.024755684294872786,0
Rich Homie Quan,Flex,0.024762043872090342,0
Meek Mill,On The Regular,0.024769751132575884,0
MadeinTYO,Uber Everywhere,0.024784800452502892,0
Ariana Grande,Break Free,0.02479459388252154,0
Beyonce,Dont Hurt Yourself,0.024805144320513107,0
Zara Larsson and MNEK,Never Forget You,0.02480967633300102,0
Trey Songz,Nobody Else But You,0.024813017896145827,0
Chris Brown,Party,0.02481808745203891,0
Chris Brown,Love More,0.024852273598060495,0
Post Malone,Jonestown Interlude,0.02489916591231252,0
twenty one pilots,Jumpsuit,0.024899763004666967,0
Nico and Vinz,Am I Wrong,0.02494239721079867,0
Drake,Get It Together,0.02495431455140085,0
Trippie Redd,Love Scars 3,0.02497150334860813,0
Justin Bieber,Sorry,0.024982218732385358,0
Post Malone,Spoil My Night,0.025014443866576464,0
Shawn Mendes,Youth,0.025014800655817935,0
Drake,Skepta Interlude,0.02501673880386468,0
5 Seconds Of Summer,Want You Back,0.025022799338409896,0
A Ap Rocky,Praise The Lord,0.02502996411251429,0
X Ambassadors,Unsteady,0.025031881547249866,0
Maroon 5,Wait,0.025040871114347964,0
Kanye West and Lil Pump,I Love It,0.025047580678618488,0
Drake and Future,Change Locations,0.025051705907668004,0
6ix9ine,Billy,0.025054943945512612,0
Capital Cities,Safe And Sound,0.025057440856897855,0
Fetty Wap,Again,0.025060807763139875,0
Future,Where Ya At,0.025068620599553403,0
NF,Lie,0.025082710868866508,0
One Direction,Olivia,0.025112512511774522,0
21 Savage and Metro Boomin,X,0.02511759430434909,0
Drake,Grammys,0.02512502529680821,0
Cardi B,Money,0.02515052998835306,0
Bebe Rexha,Im A Mess,0.02519392422770829,0
Breaking Benjamin,Failure,0.025202766284544702,0
Sia,Helium,0.02523284252411676,0
2 Chainz,Watch Out,0.02523643937592435,0
Huncho Jack,Black and Chinese,0.025252278352633866,0
OneRepublic,Wherever I Go,0.025263433886309434,0
Post Malone,Same Bitches,0.025276642079187374,0
Mark Ronson,Uptown Funk!,0.025293736260861923,0
Tessanne Chin,I Have Nothing The Voice Performance,0.025305545541958036,0
Mary Lambert,Secrets,0.02531032945197941,0
The Weeknd,Die For You,0.02531438732659986,0
Kodak Black,Tunnel Vision,0.025321127801175732,0
Lilly Wood and The Prick,Prayer In C,0.025346058927207975,0
Omarion,Post To Be,0.02537507379075907,0
Robin Thicke,Get Her Back,0.025411193545501705,0
Pitbull,Messin Around,0.02543583883459575,0
BoB,Not For Long,0.025481392342724153,0
Flume,Never Be Like You,0.025494278492377172,0
Drake and Future,Im The Plug,0.025498586628913432,0
Kendrick Lamar and Travis Scott,Big Shot,0.02550429847916348,0
Fifth Harmony,Bo$$,0.02551987136745112,0
Selena Gomez,Fetish,0.025526574582353873,0
Jason Derulo,Want To Want Me,0.025540565284375767,0
Lil Wayne,Uproar,0.025542143092189593,0
XXXTENTACION,Infinity 888,0.025558531653271883,0
5 Seconds Of Summer,Youngblood,0.02556007399281819,0
Fifth Harmony,Sledgehammer,0.02557469932965631,0
The Chainsmokers,Honest,0.025601335429696705,0
Kendrick Lamar,King Kunta,0.025602892898211722,0
Bhad Bhabie,These Heaux,0.02562300676835615,0
R Kelly,My Story,0.025630900238597442,0
Lady Gaga and Bradley Cooper,Shallow,0.025633694908946264,0
Tank,When We,0.025656259979682183,0
Liam Payne and Rita Ora,For You,0.025661023644210065,0
"Diplo, French Montana and Lil Pump",Welcome To The Party,0.025664846335064613,0
Kendrick Lamar,Love,0.0256758865621675,0
Cash Cash,Take Me Home,0.02571143573717835,0
KONGOS,Come With Me Now,0.02572397938400956,0
Khalid,Vertigo,0.025733035150131294,0
Bruno Mars and Cardi B,Finesse Remix,0.02573340245524352,0
Lauv,I Like Me Better,0.025743363470419754,0
Shawn Mendes,Lost In Japan,0.02576298498376736,0
Kygo,Remind Me To Forget,0.02576614532925413,0
Migos,Handsome And Wealthy,0.025772609288289568,0
Lil Skies,I Know You,0.02577801164565744,0
Pentatonix,Hallelujah,0.025792385860402372,0
Juice WRLD,Armed And Dangerous,0.025802591914714203,0
Future,Rich Sex,0.025819618562595344,0
Clean Bandit,I Miss You,0.02582156969453799,0
The Carters,Nice,0.025821838625332095,0
The Weeknd,Rockin,0.025829493262798653,0
Lady Gaga,The Cure,0.0258344416351063,0
The Chainsmokers and Coldplay,Something Just Like This,0.025844327324785057,0
Prince Royce,Stuck On A Feeling,0.025846884195327186,0
DLOW,Do It Like Me,0.025852127129701384,0
Drake,Ratchet Happy Birthday,0.025861047457794866,0
5 Seconds Of Summer,She Looks So Perfect,0.025877147356264837,0
Fifth Harmony,Down,0.02588818464452296,0
Jason Derulo,If It Aint Love,0.025893958524582737,0
Offset and Metro Boomin,Ric Flair Drip,0.02589446455663878,0
Justin Bieber,Been You,0.025899394390311206,0
Drake and Future,Scholarships,0.025941184017948066,0
Quavo,Flip The Switch,0.025942198370963353,0
Beyonce,Forward,0.025944589947628594,0
YoungBoy Never Broke Again,No Smoke,0.025944654985486867,0
Kodak Black,Transportin,0.025948643363065124,0
Usher,No Limit,0.025951256080610507,0
Kodak Black,Take One,0.025955966622411612,0
Yo Gotti,Law,0.025983571444031173,0
Migos,Call Casting,0.025988066431756024,0
Justin Bieber,Mark My Words,0.02598825706503913,0
Kid Ink,Main Chick,0.02598905318132612,0
Fall Out Boy,Irresistible,0.025993033968945888,0
Jennifer Lopez,First Love,0.025997138246744687,0
Maroon 5,Animals,0.026012617361734495,0
Beyonce,Love Drought,0.026014592558032783,0
Travis Scott,Butterfly Effect,0.026017018402109522,0
YFN Lucci,Key To The Streets,0.026018700449732354,0
"21 Savage, Offset and Metro Boomin",Rap Saved Me,0.026032218062696788,0
Ariana Grande,God Is A Woman,0.026045942860762415,0
Tory Lanez and Rich The Kid,Talk To Me,0.02605511533388369,0
william,Feelin Myself,0.026063957089836786,0
Kid Ink,Show Me,0.02606890251165576,0
Burt Ives,A Holly Jolly Christmas,0.026070882780293646,0
Post Malone,Rich and Sad,0.026090621797721224,0
Kanye West,Waves,0.026098605614196697,0
Derez DeShon,Hardaway,0.026101943546806883,0
YG,Who Do You Love?,0.02610778835554939,0
Marshmello and Anne Marie,Friends,0.02613466441527793,0
Quavo,Rerun,0.026137865584609482,0
Desiigner,Panda,0.02613993729059945,0
Kodak Black,Roll In Peace,0.02615436015218199,0
Rick Ross,The Devil Is A Lie,0.02616722991496296,0
Clean Bandit,Rather Be,0.02618057868896925,0
Linkin Park,Numb,0.02619325653108906,0
Prince Royce,Back It Up,0.02624200137532156,0
Halsey,Not Afraid Anymore,0.026244911861661356,0
XXXTENTACION,Depression and Obsession,0.02625668387574839,0
Lil Uzi Vert,Money Longer,0.02626036159911861,0
Bryson Tiller,Run Me Dry,0.026262230019951704,0
The Weeknd,True Colors,0.026262778981631037,0
"21 Savage, Offset and Metro Boomin",Ghostface Killers,0.026265844612634762,0
Drake,Mob Ties,0.026270589256681683,0
ScHoolboy Q,THat Part,0.026283160349563014,0
Dawin,Dessert,0.026283318796390214,0
Pusha T,If You Know You Know,0.026293809801764798,0
John Legend,All Of Me,0.026298460961585463,0
Bryson Tiller,Somethin Tells Me,0.02630883148108826,0
Drake,Childs Play,0.026312051593993174,0
Michael Jackson,Love Never Felt So Good,0.026314625367749585,0
Sofia Carson,Chillin Like A Villain,0.02631656482810473,0
David Guetta,Bang My Head,0.026319784634787017,0
6ix9ine,FEFE,0.026323791046544535,0
Avicii,Wake Me Up!,0.02633187641518862,0
Avril Lavigne,Hello Kitty,0.026333637881197976,0
Zedd and Kesha,True Colors,0.026358840187071225,0
Drake,Now and Forever,0.02636054185111022,0
Kanye West,No Mistakes,0.026371334183927127,0
DJ Khaled,On Everything,0.026394032348273717,0
Prince And The Revolution,Kiss,0.026423207613681835,0
PARTYNEXTDOOR,Come And See Me,0.026428203520215778,0
The Chainsmokers,The One,0.02642943290305797,0
Hillsong UNITED,Oceans Where Feet May Fail,0.02646196751920472,0
Childish Gambino,V 3005,0.026462178787593563,0
YG,Big Bank,0.02650431601702864,0
Drake,With You,0.026513401024944667,0
"ScHoolboy Q, 2 Chainz and Saudi",X,0.026515062562349635,0
Jason Derulo,Get Ugly,0.026520315912970962,0
Maroon 5,It Was Always You,0.026539326426301,0
Lil Wayne,Demon,0.026548729526823175,0
Future,Extra Luv,0.0265615020205824,0
Playboi Carti,Magnolia,0.02657063645314075,0
Zedd,Stay The Night,0.02657729802790571,0
Ben Rector,Brand New,0.026582916699505722,0
Nicki Minaj,Anaconda,0.02659952662118776,0
Rihanna,Kiss It Better,0.026600490237979352,0
Wham!,Last Christmas,0.02661964229981483,0
Kid Ink,Be Real,0.02661990904017423,0
Demi Lovato,Tell Me You Love Me,0.026630994965654235,0
Calvin Harris,Thinking About You,0.02663552834007206,0
Logic,Contra,0.026640134677395098,0
TakeOff,Casper,0.026651807714041024,0
Charlie Puth,Attention,0.026652292850682005,0
Rae Sremmurd,No Flex Zone,0.026660346210681838,0
Jason Mraz,Have It All,0.026662732616275654,0
Post Malone,Go Flex,0.026670574994596526,0
Adele,Water Under The Bridge,0.0266712863545175,0
Fetty Wap,Jimmy Choo,0.0266752626227568,0
Imagine Dragons,Demons,0.026686129371087938,0
6ix9ine,TATI,0.026686704759234396,0
Migos,Get Right Witcha,0.02669183586284323,0
G Eazy,1942,0.026693216015232505,0
John Mayer,XO,0.026700631194853063,0
Paramore,Aint It Fun,0.026703281689951137,0
Demi Lovato,Sorry Not Sorry,0.02670729383836118,0
Shawn Mendes,Something Big,0.026712277131005612,0
Cardi B,Ring,0.02671720638228657,0
A Ap Ferg,Plain Jane,0.026725473929688534,0
Khalid,Saturday Nights,0.026728876136709104,0
PARTYNEXTDOOR,Not Nice,0.026733545402760437,0
Andy Grammer,Good To Be Alive Hallelujah,0.026743750562631237,0
Khalid and Swae Lee,The Ways,0.026756854920122437,0
Future,You Da Baddest,0.026757289014445452,0
Jason Derulo,Talk Dirty,0.026772441136171016,0
Hailee Steinfeld,Most Girls,0.02679068480669047,0
George Ezra,Budapest,0.026795040756357493,0
Nicki Minaj,Feeling Myself,0.02685490251359664,0
Lil Wayne,What About Me,0.026856219742361596,0
Harry Styles,Sign Of The Times,0.026863643705854475,0
Mariah Carey,Youre Mine,0.026866282942162374,0
G Eazy,I Mean It,0.02687057564105506,0
Panic! At The Disco,High Hopes,0.02687242148195406,0
Jason Derulo,Swalla,0.026874884161389754,0
Shawn Mendes,In My Blood,0.026891722657759295,0
Lil Skies,Lust,0.026914686786246974,0
Young Thug,Anybody,0.026935272823137034,0
5 Seconds Of Summer,Everything I Didnt Say,0.02695090523822303,0
Justin Bieber,The Feeling,0.0269512320329188,0
Passenger,Let Her Go,0.0269569941938394,0
Justin Bieber    and BloodPop,Friends,0.026958291329815254,0
Rihanna,What Now,0.02695963625407584,0
Zedd and Liam Payne,Get Low,0.02696256949049605,0
One Direction,Stockholm Syndrome,0.026973140351009665,0
Shawn Mendes,Treat You Better,0.026976968605712748,0
Dua Lipa,IDGAF,0.02698674979904387,0
Huncho Jack,Saint,0.02700380329795065,0
One Direction,You and I,0.027007509525090005,0
Bruno Mars,Thats What I Like,0.027050418979912602,0
Drake and Future,Plastic Bag,0.027059710131939196,0
Damien,Soldier,0.027096598881508144,0
Lady Gaga,Million Reasons,0.027098889094665384,0
Khalid,Location,0.027101767365816307,0
Chris Brown,X,0.027109271137954315,0
Drake,Legend,0.027126906125693764,0
G Eazy,No Limit,0.027130757022858873,0
The Weeknd,Love To Lay,0.02713907250751164,0
The Chainsmokers,All We Know,0.02713992495330589,0
Katy Perry,Unconditionally,0.027144758505159326,0
One Direction,Never Enough,0.027173341280774536,0
Lana Del Rey,Lust For Life,0.02717794867245013,0
Pitbull,Greenlight,0.027192405971848167,0
Chance The Rapper,No Problem,0.027198162948117503,0
Flo Rida,GDFR,0.027200160559081622,0
Ingrid Michaelson,Girls Chase Boys,0.02720781227457398,0
Lord Huron,The Night We Met,0.027220095017187123,0
Huncho Jack,Huncho Jack,0.02723352995708111,0
Imagine Dragons,Believer,0.027239212547181306,0
Future and Young Thug,All Da Smoke,0.027272055767037083,0
Zayn,Still Got Time,0.02728409533490726,0
Miley Cyrus,Wrecking Ball,0.027286799463179905,0
Lana Del Rey,High By The Beach,0.027301258133739712,0
A Boogie Wit da Hoodie,My Shit,0.027301853098495824,0
Post Malone,Ball For Me,0.027307753716482884,0
A Boogie Wit da Hoodie,Beast Mode,0.027340649800590196,0
China Anne McClain,Whats My Name,0.027368678966580247,0
Trippie Redd,Dark Knight Dummo,0.02737344049059972,0
Zendaya,Replay,0.02737878839955477,0
Curren Y,Bottom Of The Bottle,0.027388236335654657,0
Panic! At The Disco,Emperors New Clothes,0.02739153059977924,0
Ghost Town DJs,My Boo,0.027395035124037192,0
Ellie Goulding,Burn,0.02740137258543596,0
twenty one pilots,Ride,0.027417780530794363,0
Trey Songz,Slow Motion,0.027419803070863513,0
Elle King,Exs and Ohs,0.027420993041311417,0
How I Became The Bomb,"Ulay, Oh",0.027430404870251304,0
Coldplay,Adventure Of A Lifetime,0.02744540906516913,0
alt J,Left Hand Free,0.027452926285850474,0
Justin Bieber,No Sense,0.027453484859511344,0
Drake,Energy,0.02746430472033022,0
Britney Spears,Perfume,0.02748336796961425,0
Jessie J,Flashlight,0.027492755749705926,0
Kid Ink,Body Language,0.027500992026541743,0
Gwen Stefani,Baby Dont Lie,0.027509736923945628,0
Ylvis,The Fox What Does The Fox Say,0.027520077109107245,0
The Weeknd,Ordinary Life,0.027522112912113067,0
G Eazy and Kehlani,Good Life,0.027522285964640705,0
Iggy Azalea,Beg For It,0.027528643047284924,0
Demi Lovato,Sober,0.027544346364597964,0
Pharrell Williams,Happy,0.027555239919036065,0
twenty one pilots,Nico And The Niners,0.027563617527386817,0
Post Malone,Congratulations,0.02756622197088778,0
Lil Uzi Vert,You Was Right,0.027588407888627597,0
The Weeknd,Losers,0.027591902519197572,0
Ellie Goulding and Diplo,Close To Me,0.027599438255620636,0
DeJ Loaf,Try Me,0.027601097934572955,0
Quavo,Pass Out,0.027604032209387373,0
Lil Wayne,Let It All Work Out,0.02760627722862468,0
Nicki Minaj,Rich Sex,0.02760909448062618,0
Kesha,Learn To Let Go,0.02760980329892988,0
Dove Cameron,If Only,0.02762218937681441,0
Post Malone,92 Explorer,0.02762886657481594,0
WALK THE MOON,Shut Up And Dance,0.027642853810748446,0
Future,Low Life,0.02766153460312629,0
SZA,Love Galore,0.027672226304563615,0
Migos,Culture,0.02767730177536318,0
JAY Z,Kill Jay Z,0.027681752828223206,0
Tiesto,Wasted,0.02770394438423808,0
Wiz Khalifa,You And Your Friends,0.027705860508869626,0
Meghan Trainor,Title,0.027710409588495487,0
The 1975,Love Me,0.027718771593311223,0
Drake,Blem,0.027720948727271676,0
Tove Lo,Talking Body,0.02772834574452712,0
Lil Baby,My Dawg,0.02773154365705317,0
Migos,Notice Me,0.027734083236734576,0
J Cole,The Cut Off,0.027737146916081593,0
Cardi B,Bodak Yellow,0.02773959155798234,0
Post Malone,Candy Paint,0.027741615035503396,0
Belly,Might Not,0.02775298509514496,0
Future,Racks Blue,0.027753533968738482,0
Migos,Supastars,0.027763132886434852,0
Shaggy,Habibi I Need Your Love,0.02776788129720654,0
Justin Bieber,Change Me,0.027781421385437977,0
Drake,Too Good,0.027803113849057925,0
The Fray,Love Dont Die,0.027819350206048924,0
Fifth Harmony,Thats My Girl,0.02782268156651964,0
Kelly Clarkson,Heartbeat Song,0.027825063428091018,0
Phillip Phillips,Raging Fire,0.02783712193113577,0
Dua Lipa,New Rules,0.027837779877882534,0
Lil Wayne,Mess,0.027843245757847686,0
Drake,In My Feelings,0.027854010985393432,0
Mac Miller,Self Care,0.027860228187531602,0
Drake,Know Yourself,0.027860537262425152,0
Taylor Swift,You Are In Love,0.02786657981640076,0
Missy Elliott,Im Better,0.02788945630064246,0
Nicki Minaj and Lil Wayne,Changed It,0.027901402833304282,0
Kygo,Firestone,0.027902140020566558,0
Gucci Mane,I Get The Bag,0.02790706327186093,0
French Montana,No Stylist,0.02791276756379107,0
Hugh Jackman,The Greatest Show,0.02791944653598576,0
Kendrick Lamar,God,0.02793173189736359,0
David Guetta,Hey Mama,0.027949618060702015,0
Grace,You Dont Own Me,0.027954704256023748,0
Migos,Fight Night,0.027956024669613583,0
Lil Baby,Close Friends,0.027957161488658025,0
Imagine Dragons,Bad Liar,0.027972688697563017,0
CL,LIFTED,0.0279914201631479,0
Lil Baby,Southside,0.02799791552149694,0
Ty Dolla sign,Paranoid,0.028010827706115793,0
Nicki Minaj,Ganja Burns,0.02802048171390287,0
American Authors,Best Day Of My Life,0.028028287706877975,0
David Guetta,2U,0.028078635181441342,0
A Ap Rocky,A$AP Forever,0.028093203899006824,0
Future,Rent Money,0.02809947787188094,0
Pitbull,Fireball,0.02810096999567951,0
Camila Cabello,Never Be The Same,0.0281063663097314,0
Bryson Tiller,Self Made,0.02810742676134602,0
Jake Owen,Real Life,0.02811287488062611,0
Iggy Azalea,Team,0.02812896918021488,0
Maroon 5,Maps,0.028134325407721726,0
Juice WRLD,Lucid Dreams,0.028136446669066555,0
Rihanna,Sex With Me,0.028137839921811996,0
Chris Brown,Liquor,0.02815525205320449,0
NAV,Champion,0.028172306541893594,0
"Jay Rock, Kendrick Lamar, Future and James Blake",Kings Dead,0.028179181494897267,0
Ariana Grande,Right There,0.028184951420663323,0
Drake,6 Man,0.02818597041893355,0
J Cole,Ville Mentality,0.02820369231020396,0
Bruno Mars,Young Girls,0.028210926930264814,0
DJ Khaled,Wild Thoughts,0.028212683400680387,0
Kanye West,Father Stretch My Hands Pt 1,0.02821710004018455,0
Rihanna,Love On The Brain,0.028220814146460414,0
Khalid,Suncity,0.02823020891678891,0
Metro Boomin,Up To Something,0.02823599761489235,0
Zayn,Pillowtalk,0.02823954319173062,0
Charlie Puth,How Long,0.02825307129143021,0
Paramore,Hard Times,0.028253989620358085,0
Drake,Nonstop,0.02825666148251898,0
Trippie Redd,Negative Energy,0.028269521093027817,0
J Cole,For Whom The Bell Tolls,0.028285900006415315,0
"Zedd, Maren Morris and Grey",The Middle,0.028297835050307273,0
Katy Perry,Rise,0.02829821699502674,0
Nicki Minaj,Get On Your Knees,0.02830756731364128,0
Nico and Vinz,In Your Arms,0.028316782069509407,0
YBN Nahmir,Rubbin Off The Paint,0.028329855972230228,0
Justin Bieber,All That Matters,0.028333158744916386,0
Quavo,Biggest Alley Oop,0.028352836380887324,0
Sam Smith,Too Good At Goodbyes,0.02836567927256106,0
Meek Mill,All Eyes On You,0.028374635402168634,0
Justin Bieber,Love Yourself,0.02838970011924655,0
Calvin Harris and Dua Lipa,One Kiss,0.028392288173426993,0
DJ Luke Nasty,OTW,0.0284046649135444,0
6ix9ine,Kooda,0.0284102077515181,0
Beyonce,6 Inch,0.028414981510784473,0
Lil Uzi Vert,X,0.02841560523962156,0
Jidenna,Classic Man,0.02844029076513331,0
Logic,1 800 273 8255,0.028442557711616336,0
"Khalid, Ty Dolla sign and 6LACK",OTW,0.028471211519246732,0
Young Thug,Wyclef Jean,0.028474804950495734,0
Gucci Mane,Both,0.02848156266911775,0
Usher,I Dont Mind,0.028489174680654174,0
Future,Super Trapper,0.028504013558498725,0
Carrie Underwood,The Champion,0.028508466901786992,0
Calvin Harris,Summer,0.028510525553924946,0
Logic,Warm It Up,0.028510623651493587,0
Rihanna,Needed Me,0.028518593829543658,0
Charlie Puth,Marvin Gaye,0.02852716286642746,0
2 Chainz,Proud,0.028529543508371405,0
Drake,Right Hand,0.028530360540647545,0
Post Malone,Psycho,0.028535784439720872,0
Beyonce,XO,0.028545791040854814,0
Fetty Wap,Wake Up,0.028554597306586087,0
The Weeknd and Kendrick Lamar,Pray For Me,0.028554693611917006,0
Machine Gun Kelly and Camila Cabello,Bad Things,0.028558126426166747,0
Ariana Grande,Santa Tell Me,0.028570901210284907,0
A Boogie Wit da Hoodie,No Promises,0.028573405460381365,0
Fetty Wap,Trap Queen,0.0285765562467699,0
Drake and Future,Digital Dash,0.02858422192261424,0
Drake,Controlla,0.0285958803440235,0
Sara Bareilles,I Choose You,0.028602443397633483,0
Famous Dex,Japan,0.028614736013917376,0
Panic! At The Disco,Death Of A Bachelor,0.028622294303894572,0
Kodak Black,ZEZE,0.02862871574794659,0
Big Sean,Moves,0.028656136089523044,0
Huncho Jack,Eye 2 Eye,0.028659162475225798,0
Ed Sheeran,Shape Of You,0.02869478552344872,0
Mariah Carey,All I Want For Christmas Is You,0.028698476540521146,0
ScHoolboy Q,Collard Greens,0.028708407692827256,0
French Montana,No Shopping,0.028718775459740064,0
Imagine Dragons,Roots,0.028730640787773314,0
Lil Uzi Vert,XO TOUR Llif3,0.028747676876780048,0
Meghan Trainor,Like Im Gonna Lose You,0.02876372091357645,0
Cardi B,Bickenhead,0.028766002112209258,0
DJ Khaled,Hold You Down,0.02879220268621873,0
J Cole,Foldin Clothes,0.028829450152363573,0
The Black Keys,Fever,0.02883199126158508,0
Meek Mill,Blessed Up,0.02883264502520278,0
"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,0.028843638533300662,0
Machine Gun Kelly,At My Best,0.02887689181700325,0
Coldplay,A Sky Full Of Stars,0.028902279865845176,0
Huncho Jack,Dubai Shit,0.028907264343176628,0
Demi Lovato,Body Say,0.028912818523739295,0
